Titulo de la iniciativa,Descripcin detallada,Ubicacin aproximada (si aplica).lat,Ubicacin aproximada (si aplica).lon,Direccin o referencias,Es un ofrecimiento individual o de grupo,Tareas realizadas y pendientes sobre este posteo,Categoria,Sector,Foto / Volante,Video (opcional),(Oferente) Nombre de la organizacion o persona referente,(Oferente) Email,(Oferente) Telefono,"(Oferente) Web, Twitter, Grupo Whatsapp, Telegram, y otras redes",(Oferente) Informacion adicional de la organizacion o areas en las que requiere apoyo,Fuente,Link a la fuente,Conexiones o colaboraciones,Acuerdo de consentimiento,Inicio de vigencia de la iniciativa,Fin de vigencia de la iniciativa,ODS Relacionados
RED - TECHO - OLLA POPULAR Ara Poty,Puntos de higiene:2 - Alcance: 260 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.315167,-57.415861,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Vida Nueva,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.31775,-57.42,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Niño Jesus,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.315028,-57.415333,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Villa El Maestro,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.315389,-57.415,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Santa Rosa,Puntos de higiene:3 - Alcance: 416 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.320638,-57.416799,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Renacer 3,Puntos de higiene:3 - Alcance: 700 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.320583,-57.413917,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Ebenezer,Puntos de higiene:1 - Alcance: 240 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.312667,-57.414111,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Arapyahu 1,Puntos de higiene:1 - Alcance: 284 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.292556,-57.404,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Arapyahu 3,Puntos de higiene:2 - Alcance: 296 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.28975,-57.398056,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Tajy Poty - ex Belén,Puntos de higiene:1 - Alcance: 268 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.296306,-57.409806,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Bonanza,Puntos de higiene:1 - Alcance: 148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.40675,-57.494222,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  El Triunfal,Puntos de higiene:1 - Alcance: 156 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.392526,-57.4410867,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR MEDALLA MILAGROSA,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.409111,-57.413402,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SAN MARTIN,Puntos de higiene:1 - Alcance: 204 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.4323431,-57.5449415,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR DIVINO NIÑO,Puntos de higiene:1 - Alcance: 284 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.365575,-57.406333,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 6 de Enero,Puntos de higiene:2 - Alcance: 320 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.3649483,-57.4140768,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR El Salvador,Puntos de higiene:3 - Alcance: 504 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.431421,-57.472179,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR EL PROGRESO 1 y 2,Puntos de higiene:3 - Alcance: 880 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.430673,-57.468348,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Nueva Esperanza,Puntos de higiene:4 - Alcance: 1148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.435889,-57.471611,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SUEÑO Y ESPERANZA,Puntos de higiene:4 - Alcance: 1192 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.332768,-57.431454,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Primero de Mayo,Puntos de higiene:1 - Alcance: 80 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.327976,-57.622929,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR VILLA ANGELICA,Puntos de higiene:3 - Alcance: 648 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.366272,-57.604193,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Arapoty 2,Puntos de higiene:1 - Alcance: 496 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.36072,-57.606027,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR NUEVA VICTORIA,Puntos de higiene:2 - Alcance: 380 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.156896,-57.445375,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR JEROVIAHA |,Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.215851,-57.462936,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Ycua Ita,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.158121,-57.49284,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SAN CAYETANO COSTA AZUL,Puntos de higiene:1 - Alcance: 236 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.160199,-57.495267,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Las Mercedes,Puntos de higiene:1 - Alcance: 152 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.193228,-57.455895,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR 8 de Diciembre,Puntos de higiene:1 - Alcance: 140 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1681652,-57.4563754,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Betel Montaña Alta,Puntos de higiene:1 - Alcance: 160 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.170567,-57.460976,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR DIVINO NIÑO JESUS,Puntos de higiene:3 - Alcance: 548 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.124894,-57.468685,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR La Victoria,Puntos de higiene:2 - Alcance: 276 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1702627,-57.4615545,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR CANAAN,Puntos de higiene:4 - Alcance: 1000 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.172016,-57.45831,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR NUEVA ESPERANZA,Puntos de higiene:2 - Alcance: 592 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.12725,-57.466333,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR LIRIO DEL VALLE,Puntos de higiene:4 - Alcance: 800 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.130295,-57.458978,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR ROSA MISTICA,Puntos de higiene:1 - Alcance: 288 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.126632,-57.458436,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SANTA LIBRADA II,Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1430278,-57.5053554,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO -  Barcelona,Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1651234,-57.4911999,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR La Hermosa,Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.204944,-57.479361,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR El Bosque II,Puntos de higiene:3 - Alcance: 400 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.2055,-57.475028,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR El Bosque I,Puntos de higiene:3 - Alcance: 592 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.204667,-57.476694,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SAN FRANCISCO,Puntos de higiene:2 - Alcance: 320 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.164487,-57.496014,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR SANTA ANA,Puntos de higiene:1 - Alcance: 232 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.162292,-57.494917,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR NUEVO HORIZONTE,Puntos de higiene:1 - Alcance: 236 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.202413,-57.4825877,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Agua Viva,Puntos de higiene:1 - Alcance: 60 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.176102,-57.457123,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Virgen de Schoenstatt,Puntos de higiene:2 - Alcance: 340 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.178421,-57.4602881,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED - TECHO - OLLA POPULAR Cristo Vive,Puntos de higiene:1 - Alcance: 268 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,-25.1769371,-57.4597464,AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud / Higiene,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
