"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description","Título de la necesidad","Ubicación aproximada.lat","Ubicación aproximada.lon",Descripción,"Categorías relacionadas","Forma de contacto (preferible email)",¿Resuelta?,"Título de la necesidad","Unicación aproximada.lat","Unicación aproximada.lon",Descripción,"Categorías relacionadas","Forma de contacto (preferible email)",¿Resuelta?,"Título del ofrecimiento","Ubicación aproximada.lat","Ubicación aproximada.lon","Descripción de la ayuda","Categorías relacionadas","Forma de contacto (preferible email)",Título,Descripción,"Ubicación aproximada.lat","Ubicación aproximada.lon","Categorías relacionadas","Forma de contacto con el centro"
20,"Necesidad propia",published,"2020-03-20 10:02:39","2020-03-20 10:12:00","2020-03-20 10:02:20",,,,,,"Buscamos personas con máquina de coser para elaborar mascarillas",37.992379,-1.130543,"Personas con máquina de coser que se comprometan a hacer mascarillas. Podemos aportarles material y recoger las mascarillas confeccionadas. Más info: 

https://actua.frenalacurva.net/t/confeccion-de-mascarillas-sevilla/2103","Maker (Impresión 3D / Mascarillas)",voluntarios.coronavirus@fpclaudiogaleno.es,No,,,,,,,,,,,,,,,,,,,
21,"Necesidad propia",published,"2020-03-20 10:09:16","2020-03-20 10:15:03","2020-03-20 10:07:57",,,,,,"Voluntarios para alimentar a colonias felinas autorizadas en valencia",39.472033,-0.385084,"Hola soy alimentadora autorizada de una colonia felina en Valencia capital. Podemos crear una red de voluntariado para alimentar a los gatos de lxs cuidadores que por razón de su edad avanzada no puedan salir en estos días de cuarentena.

Mas info:

https://actua.frenalacurva.net/t/voluntarixs-alimentar-colonias-felinas-en-valencia/1308",Otros,https://actua.frenalacurva.net/t/voluntarixs-alimentar-colonias-felinas-en-valencia/1308,No,,,,,,,,,,,,,,,,,,,
22,"Servicio público disponible",published,"2020-03-20 10:12:04","2020-03-20 10:15:38","2020-03-20 10:00:04",,,,,,,,,,,,,,,,,,,,,,,,,,"Reparto de la compra de alimentos en Soria","Empresa Social que se encarga de la compra de alimentos en Soria",41.764409,-2.478795,Alimentación,info@laexclusiva.org
23,Ofrecimiento,published,"2020-03-20 10:19:50","2020-03-20 10:20:34","2020-03-20 10:18:42",,,,,,,,,,,,,,,,,,,,"Te ayudamos en entrenar en casa",37.409133,-4.486013,"Hola,

como ya sabes, debido a la situación excepcional que estamos viviendo, todas las instalaciones deportivas está cerradas.

Desde el SDMlucena queremos que sigas teniendo la oportunidad de mantenerte en forma, por eso los  entrenadores deportivos, te confeccionarán un programa de entrenamiento para que realices en casa.

Sólo tienes que rellenar este sencillo formulario y en 24-48 horas tendrás tu entrenamiento. Te lo enviaremos desde la cuenta de correo electrónico entrenaencasa.blue@gmail.com (revisa tu carpeta de spam)

Mucho ánimo. Entre tod@s seguro que conseguimos vencer a la pandemia.

https://actua.frenalacurva.net/t/entrenamientos-a-la-carta-lucena/1698",Salud,,,,,,,
24,Ofrecimiento,published,"2020-03-20 10:24:42","2020-03-20 10:24:55","2020-03-20 10:23:32",,,,,,,,,,,,,,,,,,,,"Asesoramiento Psicológico Gratuito",40.416705,-3.703582,"Mi nombre es Susana y soy Psicóloga General Sanitaria, colegiada en Madrid y especialista en el manejo emocional (Terapia Focalizada en la Emoción). Tengo experiencia en tratar temas de ansiedad, depresión y conflictos interpersonales, entre otros. Éstas son realidades que pueden aparecer por primera vez, reactivarse o intensificarse debido a la situación actual.

Por ello, como ciudadana y psicóloga, deseo y me siento en la responsabilidad de colaborar desde la psicología:

¿Cómo?

Contacto vía e-mail:
Podrás expresarte, plantear tus necesidades y resolver dudas y recibirás respuesta a ello para ayudarte y asesorarte para manejar la situación.

Podrá valorarse el contacto por Skype o telefónico si la situación lo requiere y en la medida de las posibilidades.

*El asesoramiento psicológico se realizará siempre bajo secreto profesional, en el marco ético, respetando la confidencialidad de los datos y el derecho a la privacidad.

¿A quiénes va dirigido?

Cualquier persona que quiera o necesite asesoramiento en el manejo de la situación actual desde una perspectiva psicológica.
No es necesario que el asesoramiento se haga únicamente sobre las consecuencias directas del Coronavirus. Se entiende que la situación del Coronavirus y las consecuencias derivadas, pueden traer consigo un mayor riesgo de salud mental y de malestar.
Algunos ejemplos: *conflictos familiares y/o de pareja en la cuarentena en casa, intensificación del estado de ánimo deprimido tras el aislamiento y pérdida de actividades, soledad y miedo al abandono… *

CONTACTO:

Susanasfpsicologia@gmail.com

Escríbeme cuando quieras y trataré de darte la respuesta más ajustada e individualizada posible.

https://actua.frenalacurva.net/t/asesoramiento-psicologico-gratuito-para-el-manejo-de-la-situacion-actual/263","Ayuda Psicológica",,,,,,,
27,"Servicio público disponible",published,"2020-03-20 10:30:16","2020-03-20 10:32:15","2020-03-20 10:25:03",,,,,,,,,,,,,,,,,,,,,,,,,,"Corona Madrid. Aplicación de autoevaluación del coronavirus.","Evalúa tu salud si sientes que tienes síntomas y recibe instrucciones y recomendaciones sobre el COVID-19 https://www.coronamadrid.com/",40.416486,-3.702971,Salud,contacto@coronamadrid.com
30,Ofrecimiento,published,"2020-03-20 10:30:59","2020-03-20 10:32:19","2020-03-20 10:28:20",,,,,,,,,,,,,,,,,,,,"Ofrecemos terapia psicologica gratuita",40.410734,-3.699455,"Corio Psicología ofrece terapia online gratuita para personas aisladas en cuarentena por el coronavirus.

Esta ayuda está pensada para personas sin recursos económicos aislada, y no pretende sustituir la terapia psicológica a medio o largo plazo por otros motivos. Una forma de apoyo en este momento excepcional.

https://corio.es/2020/03/13/ofrecemos-terapia-psicologica-online-gratis-para-las-personas-aisladas-en-cuarentena-por-el-coronavirus/","Ayuda Psicológica",,,,,,,
31,"Servicio público disponible",published,"2020-03-20 10:57:30","2020-03-20 11:07:38","2020-03-20 10:42:34",,,,,,,,,,,,,,,,,,,,,,,,,,"Cabify lleva un médico","Cabify dispone de un servicio de vehículo para sanitarios en sus desplazamientos a domicilios de personas que lo necesitan
https://actua.frenalacurva.net/t/cabify-lleva-un-medico/2085",40.524832,-3.771563,Atención/Cuidados,
32,"Servicio público disponible",published,"2020-03-20 11:01:42","2020-03-20 12:24:29","2020-03-20 10:58:22",,,,,,,,,,,,,,,,,,,,,,,,,,"Teléfonos de emergencia consular","Si eres español y te encuentras en el extranjero tiene usted una emergencia en el exterior (o conoce a alguna persona que se encuentra en dicha situación) y quiere informarse de como regresar a España y necesita asistencia puede contactarnos durante las 24 horas
https://actua.frenalacurva.net/t/telefonos-de-emergencia-consular/2011",40.470458,-3.670505,Otros,"913 79 97 00"
33,"Servicio público disponible",published,"2020-03-20 11:08:49","2020-03-20 11:15:37","2020-03-20 11:06:43",,,,,,,,,,,,,,,,,,,,,,,,,,"Zaragoza Ayuda","Aplicación para facilitar la ayuda para la ciudadanía de Zaragoza
https://actua.frenalacurva.net/t/zaragoza-ayuda-zaragoza/2061",41.655811,-0.876606,Atención/Cuidados,
34,"Servicio público disponible",published,"2020-03-20 11:15:00","2020-03-20 12:34:23","2020-03-20 11:12:58",,,,,,,,,,,,,,,,,,,,,,,,,,"Servicio de Voluntariado en Huesca","Fundación Cruz Blanca busca #voluntariado contra el #Coronavirus.
Mediante atención telefónica en el #CentrodeEscucha
Realizando servicio a domicilio
Apoyando a personas #sinhogar
https://actua.frenalacurva.net/t/voluntariado-en-huesca-con-fundacion-cruz-blanca/1875",42.128005,-0.403125,Atención/Cuidados,voluntariado-aragon@cruzblanca.org
35,"Servicio público disponible",published,"2020-03-20 11:15:32","2020-03-20 11:19:22","2020-03-20 11:06:55",,,,,,,,,,,,,,,,,,,,,,,,,,"Médicos frente al COVID_descongestionar el servicio sanitario",https://www.medicosfrentealcovid.org/,37.374596,-5.995614,"Atención/Cuidados,Salud","soporte@dkvservicios.com   93 009 89 61"
36,"Necesidad propia",published,"2020-03-20 11:19:29","2020-03-20 11:26:17","2020-03-20 11:14:19",,,,,,"cartas  de esperanza",41.650341,-0.877756,"enviar cartas y dibujos de apoyo y solidaridad para que no se sientan solos en la residencia de María de Huerva (Zaragoza)",Otros,hablaconturesi@gmail.com,No,,,,,,,,,,,,,,,,,,,
37,"Servicio público disponible",published,"2020-03-20 11:20:07","2020-03-20 14:30:02","2020-03-20 11:17:08",,,,,,,,,,,,,,,,,,,,,,,,,,"Galicia. Organizaciones de apoyo","Listado de organizaciones de Galicia para ayudas
https://actua.frenalacurva.net/t/galicia-grupos-digitales-y-contactos-de-organizacion-de-apoyo/1431",42.874492,-8.554539,Otros,
38,Ofrecimiento,published,"2020-03-20 11:29:34","2020-03-20 11:29:44","2020-03-20 11:25:36",,,,,,,,,,,,,,,,,,,,"Docentes ofrecen material",43.371209,-8.395877,https://docenteseducacontraelcoronavirus.wordpress.com/,Otros,,,,,,,
39,"Servicio público disponible",published,"2020-03-20 11:38:53","2020-03-20 12:00:52","2020-03-20 11:24:41",,,,,,,,,,,,,,,,,,,,,,,,,,"Escuela Activa Fundación Piquer","El programa Escuela Activa, es un proyecto de innovación educativa desarrollado por Fundación Piquer y apoyado por Dirección General de Familias del Gobierno de Aragón , facilita herramientas y recursos (de modo gratuito) con el objetivo de mejorar y alcanzar el éxito educativo de los menores , a través del trabajo con sus familias .
https://actua.frenalacurva.net/t/escuela-activa-de-la-fundacion-piquer-aragon/1582",41.64316,-0.892652,Otros,info@grupopiquer.com
40,Ofrecimiento,published,"2020-03-20 11:40:06","2020-03-20 12:01:23","2020-03-20 11:33:20",,,,,,,,,,,,,,,,,,,,"Y tú, ¿qué sabes hacer? AYÚDA A LA ECONOMÍA DE ESPAÑA",40.416716,-3.703473,"Portal para poder ayudar a la gente a encontrar los mejores profesionales de todo tipo. ¿Te apuntas? https://actua.frenalacurva.net/t/y-tu-que-sabes-hacer/2242","Alimentación,Higiene,Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Maker (Impresión 3D / Mascarillas),Ayuda Psicológica,Otros",,,,,,,
42,"Servicio público disponible",published,"2020-03-20 11:51:50","2020-03-20 12:02:28","2020-03-20 11:43:51",,,,,,,,,,,,,,,,,,,,,,,,,,"Recursos educativos en línea INTEF","Desde el INTEF, unidad del Ministerio de Educación y Formación Profesional, se ha diseñado este sitio web “Recursos para el aprendizaje en línea” , con el objetivo de ofrecer al profesorado, a las familias y al alumnado información sobre diferentes tipos de recursos (materiales, cursos de formación, plataformas, herramientas, etc.) que están a su disposición para ser utlizados en línea.
https://actua.frenalacurva.net/t/recursos-educativos-en-linea-intef/410",40.452939,-3.660604,Otros,"910 837 937"
43,Ofrecimiento,published,"2020-03-20 12:00:11","2020-03-20 12:04:27","2020-03-20 11:58:04",,,,,,,,,,,,,,,,,,,,"Mayores LGTBI. Videoatención especializada.",40.410147,-3.703437,"La Fundación 26 de Diciembre es una entidad especializada en la atención psicosocial a personas mayores LGTBI. Con la situación actual de aislamiento social, se potencia la soledad no deseada, especialmente dentro de la comunidad de mayores LGTBI. Te agradecemos que nos comuniques si conoces a una persona mayor LGTBI que pueda necesitar atención. Somos un equipo profesional de trabajadores sociales, educadores, psicólogos, especializados en la comunidad LGTBI. También disponemos de un grupo de voluntariado. Da igual en qué lugar del territorio español se encuentre, llámanos si conoces a alguien que requiera nuestra atención.

910028417","Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Ayuda Psicológica",,,,,,,
51,"Necesidad propia",published,"2020-03-20 12:18:36","2020-03-20 12:19:05","2020-03-20 12:17:15",,,,,,"Necesitamos makers imprimiendo Pantallas 3D",41.683707,-0.886294,"Si tienes una impresora 3D, puedes colaborar fabricando pantallas de protección muy útiles para el personal sanitario. Se trata de una protección muy básica, pero muy efectiva.

El grupo Aramakers3D (CV_19_FAB Aragón) ha creado un modelo práctico y efectivo que se puede enviar al Gobiero de Aragón paar distribuir en los lugares que sea más necesario.
Puedes contactar con este grupo a través del correo coronamakersaragon@gmail.com

mas info
https://actua.frenalacurva.net/t/pantallas-3d-instrucciones-de-produccion-y-enttrga-en-aragon/2280","Maker (Impresión 3D / Mascarillas)",coronamakersaragon@gmail.com,No,,,,,,,,,,,,,,,,,,,
52,"Servicio público disponible",published,"2020-03-20 12:22:31","2020-03-20 13:03:39","2020-03-20 12:06:23",,,,,,,,,,,,,,,,,,,,,,,,,,"Telas para mascarillas para la cárcel de Zuera","La plataforma Enlazados se mueve para conseguir tela de algodón para hacer mascarillas, para todas las personas internas en la cárcel de Zuera.",41.865909,-0.788638,Atención/Cuidados,info@caritas-zaragoza.es
54,Ofrecimiento,published,"2020-03-20 12:28:17","2020-03-20 13:06:34","2020-03-20 12:04:46",,,,,,,,,,,,,,,,,,,,"Equipo de creadores de mascarillas con impresora 3D",41.652134,-0.880943,"Equipo de makers de mascarillas con impresora 3D, puedes colaborar y buscar toda la info de contacto aquí: https://actua.frenalacurva.net/t/pantallas-3d-instrucciones-de-produccion-y-enttrga-en-aragon/2280","Maker (Impresión 3D / Mascarillas)",,,,,,,
56,Ofrecimiento,published,"2020-03-20 12:28:39","2020-03-20 13:10:04","2020-03-20 12:18:02",,,,,,,,,,,,,,,,,,,,"Voluntariado para familias monoparentales en Zaragoza",41.644118,-0.860193,"AMASOL, Asociación de Madres Solas de Aragón. Voluntariado para familias monoparentales (solas al cuidado de menores o apoyo a las familias que no pueden dejarlos solos). Contacto: voluntariado@amasol.es","Alimentación,Higiene,Atención/Cuidados,Acogida,Salud,Ayuda Psicológica",voluntariado@amasol.es,,,,,,
57,Ofrecimiento,published,"2020-03-20 12:28:52","2020-03-20 13:11:11","2020-03-20 12:26:15",,,,,,,,,,,,,,,,,,,,"Taxistas se ofrecen al traslado gratuito de sanitarios",40.387572,-3.660281,"Taxistas solidarios trasladan de forma gratuita a los sanitarios a sus domicilios
Más info 
https://actua.frenalacurva.net/t/taxistas-solidarios-trasladan-de-forma-gratuita-a-los-sanitarios-a-sus-domicilios/1523

Diferentes asociaciones.",,http://www.gremial-taximadrid.com/,,,,,,
60,"Servicio público disponible",archived,"2020-03-20 13:16:14","2020-03-20 16:21:14","2020-03-20 13:12:29",,,,,,,,,,,,,,,,,,,,,,,,,,"Pantallas 3D Instrucciones de producción y entrega en Aragón","El grupo Aramakers3D (CV_19_FAB Aragón) ha creado un modelo práctico y efectivo que se puede enviar al Gobiero de Aragón paar distribuir en los lugares que sea más necesario.
https://actua.frenalacurva.net/t/pantallas-3d-instrucciones-de-produccion-y-enttrga-en-aragon/2280",41.378729,-0.763937,"Maker (Impresión 3D / Mascarillas)",coronamakersaragon@gmail.com
61,Ofrecimiento,published,"2020-03-20 13:18:44","2020-03-20 13:27:04","2020-03-20 13:15:48",,,,,,,,,,,,,,,,,,,,"Fabricación de mascarillas en casa para personal de riesgo",41.647276,1.140912,"Campaña para fabricar, desde casa, mascarillas para personal de riesgo.",Salud,lasolltarrega@gmail.com,,,,,,
62,"Servicio público disponible",published,"2020-03-20 13:24:07","2020-03-20 14:18:09","2020-03-20 13:20:35",,,,,,,,,,,,,,,,,,,,,,,,,,"Conexión de voluntariado para el cuidado de pequeños","Poner en contacto a voluntariado con familias que tengan la necesidad de encontrar a personas que puedan cuidar de sus hijos/as tras los cierres de los colegios en Zaragoza
https://actua.frenalacurva.net/t/asociacion-aldeha-conexion-de-voluntariado-para-cuidado-de-peques-zaragoza/100",41.652134,-0.880943,,info@aldeha.es
63,Ofrecimiento,published,"2020-03-20 13:28:10","2020-03-20 14:31:05","2020-03-20 13:24:06",,,,,,,,,,,,,,,,,,,,"Cuentos online todos los días a las 12.00",41.652134,-0.880943,"Cuentos para peques todos los días a las 12 en 
https://actua.frenalacurva.net/t/ilogica-os-invita-al-aeropuerto-de-los-cuentos-todos-los-dias-a-las-12-00/1843",Otros,ilogica@hotmail.com,,,,,,
64,Ofrecimiento,published,"2020-03-20 13:28:41","2020-03-20 14:31:14","2020-03-20 08:50:42",,,,,,,,,,,,,,,,,,,,"Voluntariado en Huesca con Fundación Cruz Blanca",42.126747,-0.422974,"La Fundación Cruz Blanca realiza servicios a domicilio, apoya a personas sin hogar #sinhogar buscaca#voluntariado contra el #Coronavirus y atiende telefónicamente en el #CentrodeEscucha
Para más información https://actua.frenalacurva.net/t/voluntariado-en-huesca-con-fundacion-cruz-blanca/1875 o escribe a: voluntariado-aragon@cruzblanca.org
Web: https://fundacioncruzblanca.org/ 4",Atención/Cuidados,voluntariado-aragon@cruzblanca.org,,,,,,
65,Ofrecimiento,published,"2020-03-20 13:29:52","2020-03-20 14:41:19","2020-03-20 13:27:33",,,,,,,,,,,,,,,,,,,,"Mayores LGTBI. Videoatención especializada",40.410147,-3.703437,"La Fundación 26 de Diciembre es una entidad especializada en la atención psicosocial a personas mayores LGTBI. Con la situación actual de aislamiento social, se potencia la soledad no deseada, especialmente dentro de la comunidad de mayores LGTBI. Somos un equipo profesional de trabajadores sociales, educadores, psicólogos, especializados en la comunidad LGTBI. También disponemos de un grupo de voluntariado. Da igual en qué lugar del territorio español se encuentre, llámanos si conoces a alguien que requiera nuestra atención","Ayuda Psicológica",info@fundacion26d.org,,,,,,
66,"Necesidad con intermediación",archived,"2020-03-20 13:34:08","2020-03-21 05:02:48","2020-03-20 13:31:19",,,,,,,,,,,,,"medicación para mascotas",41.541478,-1.054688,"necesitamos gente que pueda ir al veterinario a por medicación para mascota y llevarla a domicilio de persona mayor",Otros,www.actua.frenalacurva.net,No,,,,,,,,,,,,
67,Ofrecimiento,published,"2020-03-20 13:36:35","2020-03-20 14:32:06","2020-03-20 08:59:12",,,,,,,,,,,,,,,,,,,,"Grupo de apoyo vecinal en Fraga",41.507549,0.348408,"Un grupo vecinos/as de Fraga se han organizado para ayudar a personas que puedan necesitar que alguien les haga la compra, apoyo social (llamadas teléfono), pasear perros …Para más información https://actua.frenalacurva.net/t/fraga-grupo-de-apoyo/1440 Contacto: grupoapoyofraga@gmail.com",Atención/Cuidados,grupoapoyofraga@gmail.com,,,,,,
68,"Necesidad con intermediación",published,"2020-03-20 13:38:07","2020-03-20 17:07:23","2020-03-20 13:38:07",,,,,,,,,,,,,"Ayuda para todas las personas que por cualquier circunstancia no puedan salir de casa",39.457034,-0.460917,"Un grupo de voluntarios, vinculados a Alaquàs Debat, prestamos ayuda en colaboración con el Ayuntamiento de Alaquàs","Alimentación,Higiene,Atención/Cuidados,Salud","680288770 / 656368048",No,,,,,,,,,,,,
69,"Servicio público disponible",published,"2020-03-20 13:40:44","2020-03-20 14:31:24","2020-03-20 13:34:51",,,,,,,,,,,,,,,,,,,,,,,,,,"Servicio de Voluntariado en Huesca","Fundación Cruz Blanca busca #voluntariado contra el #Coronavirus. Mediante atención telefónica en el #CentrodeEscucha Realizando servicio a domicilio Apoyando a personas #sinhogar https://actua.frenalacurva.net/t/voluntariado-en-huesca-con-fundacion-cruz-blanca/1875",41.522708,0.347121,Atención/Cuidados,voluntariado-aragon@cruzblanca.org
70,Ofrecimiento,published,"2020-03-20 13:45:08","2020-03-20 14:32:28","2020-03-20 09:08:24",,,,,,,,,,,,,,,,,,,,"La ONG Voluntariado en Geriatría lanza programa de apoyo a mayores en domicilio",41.648288,-0.981045,"La ONG Voluntariado en Geriatría tiene en marcha un programa de apoyo a mayores en domicilio en tareas instrumentales (ir a la compra, a la farmacia, etc. Para más información: https://actua.frenalacurva.net/t/quieres-ayudar-a-mayores-fragiles-en-situacion-de-riesgo/90 y en su Web: www.voluntariadoengeriatria.org
Contacto:  avgeriatria@hotmail.com",Atención/Cuidados,avgeriatria@hotmail.com,,,,,,
71,"Servicio público disponible",published,"2020-03-20 13:46:39","2020-03-20 17:06:51","2020-03-20 13:46:39",,,,,,,,,,,,,,,,,,,,,,,,,,"Teléfono amigo (961111822)","El Ayuntamiento de Torrent habilita un servicio en línea para atender a aquellas personas que viven solas y tengan la necesidad de conversar",39.43675,-0.465857,,
72,"Servicio público disponible",published,"2020-03-20 13:50:26","2020-03-20 14:19:39","2020-03-20 13:47:13",,,,,,,,,,,,,,,,,,,,,,,,,,"Red Comunitaria para atención alimentaria","Red comunitaria e interbarrial para intervenir en toda esta problemática, dando un paso en la garantía de los derechos laborales y de la seguridad alimentaria de todas nuestras vecinas, en condiciones de salud.
https://actua.frenalacurva.net/t/3-rede-comunitaria-para-a-atencion-alimentaria-a-coruna/2068",43.371209,-8.395877,Alimentación,diegomestizo@gmail.com
73,"Servicio público disponible",published,"2020-03-20 13:57:35","2020-03-20 14:20:08","2020-03-20 13:55:11",,,,,,,,,,,,,,,,,,,,,,,,,,Ajude(M)ollerussa,"El Ayuntamiento de Mollerussa ha activado un servicio para asistir a las personas vulnerables, ya sean personas mayores o colectivos de riesgo, afectadas por las medidas adoptadas por la Generalitat con el objetivo de prevenir la expansión del coronavirus. La voluntad es coordinar la ayuda que este colectivo pueda necesitar y hacer las derivaciones a los servicios adecuados, siempre aplicando los protocolos vigentes para evitar riesgos de contagio. Por ello, se pone a disposición de las personas que lo necesiten un teléfono directo, el 676 289 571.",41.629741,0.894121,"Atención/Cuidados,Salud",ajuntament@mollerussa.cat
74,"Servicio público disponible",published,"2020-03-20 14:02:35","2020-03-20 14:32:52","2020-03-20 09:26:12",,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto Facilitamos ( recursos educativos) Departamento de Educación de  Aragón","El Departamento de Educación del Gobierno de Aragón dispone de este espacio virtual http://facilitamos.catedu.es donde la comunidad educativa puede localizar, clasificar , compartir recursos educativos. Está dividido por niveles y materias según el currículo aragonés.",41.623655,-0.849209,Otros,correoeduca.aragon.es/
75,"Servicio público disponible",published,"2020-03-20 14:08:27","2020-03-20 14:17:38","2020-03-20 14:03:30",,,,,,,,,,,,,,,,,,,,,,,,,,"¿Y ahora qué hago en casa? Plan Integral Barrio Oliver","Generar una serie de actividades y consejos para las personas en tiempo de coronavirus
https://actua.frenalacurva.net/t/y-que-hago-en-casa-iniciativas-de-ocio-del-barrio-oliver-zaragoza/1946",41.652134,-0.880943,Otros,noticias@barriooliver.com
76,"Servicio público disponible",published,"2020-03-20 14:10:27","2020-03-20 14:50:20","2020-03-20 14:07:04",,,,,,,,,,,,,,,,,,,,,,,,,,"Comarca Cinco Villas, Servicio de Apoyo a las personas mayores y otros colectivos vulnerables","Servicio especial para el apoyo emocional y psicosocial de las personas que viven solas durante la crisis del coronavirus, con la ayuda de voluntarios se está haciendo posible la llegada de alimentos, sobre todo frescos y básicos, a hogares de personas mayores

Para acceder a estos servicios o solventar cualquier duda se puede llamar a enviar un email a las siguientes direcciones:. 

Servicio Social de la Comarca de las Cinco Villas. Teléfono fijo y móvil: 976 677 559 y 649 763 002; email: accionsocial@comarcacincovillas.es 

Zona Sos del Rey Católico: 948 888 331 y 695 220 286; mjmalon@comarcacincovillas.es",42.496783,-1.215534,Atención/Cuidados,"948 888 331 y 695 220 286; mjmalon@comarcacincovillas.es"
