Titulo de la iniciativa,Descripcin detallada,Ubicacin aproximada (si aplica).lat,Ubicacin aproximada (si aplica).lon,Direccin o referencias,Es un ofrecimiento individual o de grupo,Tareas realizadas y pendientes sobre este posteo,Categoria,Sector,Foto / Volante,Video (opcional),(Oferente) Nombre de la organizacion o persona referente,(Oferente) Email,(Oferente) Telefono,"(Oferente) Web, Twitter, Grupo Whatsapp, Telegram, y otras redes",(Oferente) Informacion adicional de la organizacion o areas en las que requiere apoyo,Fuente,Link a la fuente,Conexiones o colaboraciones,Acuerdo de consentimiento,Inicio de vigencia de la iniciativa,Fin de vigencia de la iniciativa,ODS Relacionados
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,31932","-57,41371",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 260 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,31517","-57,41586",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,31775","-57,42000",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,31503","-57,41533",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,31539","-57,41500",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 416 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,32064","-57,41680",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 700 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,32058","-57,41392",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 240 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,31267","-57,41411",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 284 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,29256","-57,40400",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 296 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,28975","-57,39806",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 268 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,29631","-57,40981",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,40675","-57,49422",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 156 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,39253","-57,44109",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 200 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,40911","-57,41340",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 204 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,43234","-57,54494",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 284 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,36558","-57,40633",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 320 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,36495","-57,41408",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 504 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,43142","-57,47218",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 880 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,43067","-57,46835",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:4 - Alcance: 1148 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,43589","-57,47161",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:4 - Alcance: 1192 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,33277","-57,43145",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 80 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,32798","-57,62293",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 648 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,36627","-57,60419",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 496 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,36072","-57,60603",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 380 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,15690","-57,44538",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,21585","-57,46294",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 280 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,15812","-57,49284",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 236 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,16020","-57,49527",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 152 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,19323","-57,45590",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 140 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,16817","-57,45638",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 160 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,17057","-57,46098",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 548 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,12489","-57,46869",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 276 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,17026","-57,46156",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:4 - Alcance: 1000 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,17202","-57,45831",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 592 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,12725","-57,46633",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:4 - Alcance: 800 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,13030","-57,45898",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 288 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,12663","-57,45844",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,14303","-57,50536",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 600 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,16512","-57,49120",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:1 - Alcance: 120 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,20494","-57,47936",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 400 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,20550","-57,47503",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:3 - Alcance: 592 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,20467","-57,47669",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
RED TECHO  OLLA POPULAR San Valentin,Puntos de higiene:2 - Alcance: 320 personas. La RED de Apoyo a Asentamientos es una propuesta de colaboración y articulación entre las organizaciones.,"-25,16449","-57,49601",AREGUA - Caacupemi - San Valentin,Somos una organizacion o colectivo,,Salud Higiene Autogestión comunitaria Grupo de apoyo / Voluntarios,Sociedad Civil,,,Red de apoyo a asentamientos Olga Caballerro Melissa Cartasso,,981256677,,,,,,Estoy de acuerdo en que sea publica la informacion proporcionada en el presente formulario,,,
